REG ANS;DATA;IED;Fatur;EVA;EBITDATRAD;RSV;ROA;ROE;MEBITDA;PMRE;PMPE;Ciclo;Imob;PCT;CE;LC;LG;ISTR;IDC;IDA;TAM;HHI;CR4;CR8;CR12;CRn;Benefassist;Benefexcl;Beneftot;TKM;CMg;Lerner;Reclam;Ireclam;Segmentacao;Modalidade;Estado;FEA
305227;01/10/2007;0;34808148,84;-266148,35;283327,21;0,1;0,06;0,17;0,03;9,87;12,59;-2,72;0,19;1,61;0,69;1,86;1,32;0,82;0,01;0,14;15,5;0,02;0,22;0,12;0,07;0,59;19266;0;19266;150,56;123,1;0,18;1;0,52;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;PR;0
305421;01/10/2007;0;834334,52;-32775,46;-11678,37;-0,02;-0,02;-0,03;0,01;17,9;0;17,9;0,24;0,31;1;3,22;3,22;0,45;0;0,56;12,1;0,03;0,25;0,16;0,12;0,47;0;2677;2677;25,44;11,49;0,55;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa odontológica;RS;0
305472;01/10/2007;0;25605371,41;587978,59;1426569,27;0,21;0,16;0,26;0,12;109,03;36,11;72,92;0,23;0,63;0,74;2,7;1,99;0,52;0,01;0,17;16,01;0,02;0,22;0,12;0,07;0,59;2060;0;2060;1035,82;540,98;0,48;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;GO;0
305626;01/10/2007;0;9863706,26;-1110446,23;13043,61;-1,28;-0,1;-17,25;0,01;36,71;162,86;-126,15;0,49;152,05;0,38;0,66;0,58;0,78;0,02;0,43;16,51;0,05;0,37;0,16;0,09;0,39;11633;0;11633;69,06;54,02;0,22;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;MG;0
305740;01/10/2007;0;1425846,48;-6674,5;17486,17;-0,01;-0,01;0,8;0,03;22,49;25,62;-3,14;0,09;;0,22;1,45;0,94;0,48;0,04;0,48;12,94;0,03;0,25;0,16;0,12;0,47;0;3456;3456;34,38;16,34;0,52;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa odontológica;PE;0
305774;01/10/2007;0;0;6346118,57;8679772,25;0;0,21;0,46;0;0;0;0;0,37;1,16;0,21;5,41;1,17;0;0;0;17,47;0,05;0,37;0,16;0,09;0,39;;;;;;;1;;MÉDICO-HOSPITALAR;Medicina de Grupo;RJ;0
305928;01/10/2007;0;3451756,56;-101307,01;6332,11;0,01;0;0,01;0,02;4,21;11,64;-7,43;0,57;0,37;1;1,52;1,6;0,76;0;0,26;13,71;0,05;0,37;0,16;0,09;0,39;2463;0;2463;112,13;84,93;0,24;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
305995;01/10/2007;0;35728291,05;166765,93;970864,48;0,02;0,03;0,16;0,06;21,98;33,6;-11,62;0,14;4,89;0,72;1,43;1,03;0,68;0,03;0,24;15,27;0,05;0,37;0,16;0,09;0,39;30791;0;30791;95,16;64,43;0,32;5;1,62;MÉDICO-HOSPITALAR;Medicina de Grupo;MG;0
306045;01/10/2007;0;5851250,37;-291949,57;524742,86;0,57;0,06;0,19;0,17;6,26;18,13;-11,87;0,74;2,04;0,56;0,67;0,38;0,79;0,01;0,48;15,62;0,14;0,55;0,09;0,07;0,29;3371;0;3371;144,65;114,31;0,21;0;0;MÉDICO-HOSPITALAR;Filantropia;SP;0
306100;01/10/2007;0;34419893,89;1119992,6;2187905,28;0,57;0,27;0,4;0,15;4,49;18,28;-13,79;0,24;0,49;0,69;3,08;2,3;0,77;0;0,09;16,04;0,02;0,22;0,12;0,07;0,59;10946;0;10946;258,03;197,44;0,23;1;0,91;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;PR;0
306126;01/10/2007;0;98612358,55;-2012256,49;124834,29;0,03;0;0,02;0,03;14,73;13,19;1,54;0,7;3,99;0,44;0,7;0,37;0,9;0;0,17;17,31;0,02;0,22;0,12;0,07;0,59;37714;0;37714;217,78;195,31;0,1;7;1,86;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SP;0
306193;01/10/2007;0;1184573,48;-7738,38;13847,37;0,02;0,01;0,05;0,03;127,38;27,28;100,1;0,09;2,55;0,34;3,08;1,26;0,5;0;0,49;12,83;0,03;0,25;0,16;0,12;0,47;0;2863;2863;33,99;16,91;0,5;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa odontológica;SP;0
306207;01/10/2007;0;4395834,76;26513265,38;-328261,79;0,2;0,02;0,3;0,07;0,72;0,96;-0,24;0,56;16,02;0,93;0,5;0,47;0,65;0;0,12;16,06;0,14;0,55;0,09;0,07;0,29;1364;0;1364;268,56;175,77;0,35;0;0;MÉDICO-HOSPITALAR;Filantropia;RJ;0
306347;01/10/2007;0;2658702,4;16858,14;165010,29;0,01;0,02;0,08;0,12;33,35;4,68;28,67;0,51;2,84;0,64;1,03;0,66;0,37;0;0,55;13,25;0,13;0,56;0,09;0,07;0,27;0;11392;11392;18,49;6,93;0,63;5;4,39;MÉDICO-HOSPITALAR;Odontologia de Grupo;CE;0
306355;01/10/2007;0;35901693,88;-707535,94;1907869,61;0,12;0,04;0,06;0,11;19,1;9,57;9,53;0,82;0,43;0,51;0,89;0,59;0,6;0,01;0,36;16,8;0,05;0,37;0,16;0,09;0,39;23188;233;23421;116,21;69,43;0,4;2;0,85;MÉDICO-HOSPITALAR;Medicina de Grupo;PE;0
306398;01/10/2007;0;169909763,5;-2460888,48;597395,97;0,14;0,06;0,2;0,04;6,24;28,36;-22,12;0,21;2,56;0,64;1,31;1,09;0,8;0,01;0,2;17,66;0,02;0,22;0,12;0,07;0,59;64736;0;64736;216,24;172,71;0,2;3;0,46;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;RS;1
306428;01/10/2007;0;4862041,8;-3950759,65;155698,23;-1,25;-0,09;0,11;0,8;;;;0,6;;0,7;0,29;0,23;0;0;34,76;17,47;0,05;0,37;0,16;0,09;0,39;2735;0;2735;148,14;0;1;1;3,66;MÉDICO-HOSPITALAR;Medicina de Grupo;MS;0
306444;01/10/2007;0;40066182,42;-249543,1;-76219,78;0,04;0,02;0,12;0,01;2,19;24,96;-22,78;0,02;6,47;0,59;1,22;1,13;0,9;0;0,1;15,55;0,05;0,37;0,16;0,09;0,39;9693;0;9693;331,65;297,51;0,1;2;2,06;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
306622;01/10/2007;1;1667961760;-27719484,03;56661780,99;0,03;0,01;0,05;0,09;15,18;27,68;-12,5;0,44;2,27;0,59;0,82;0,8;0,76;0,08;0,16;19,81;0,05;0,37;0,16;0,09;0,39;852067;92461;944528;142,32;108,35;0,24;135;1,43;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;1
306649;01/10/2007;0;29987220,38;207824,61;663584,94;0,15;0,16;0,35;0,06;5,66;30,04;-24,39;0,13;1,2;0,91;1,66;1,6;0,74;0,01;0,22;15,23;0,05;0,37;0,16;0,09;0,39;23675;215;23890;104,6;77,07;0,26;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;MG;0
306665;01/10/2007;0;58086578,68;-271275,94;499471,79;0;0;0;0,03;66,9;0;66,9;0,18;8,58;0,91;1;0,92;0,78;0,01;0,21;15,97;0,02;0,22;0,12;0,07;0,59;29421;0;29421;164,53;129,06;0,22;1;0,34;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SP;0
306711;01/10/2007;0;2836789,49;-80774,11;13199,71;-0,13;-0,07;-1,97;0,01;0;130,95;-130,95;0,03;25,77;1;1,01;1,01;0,45;0,03;0,5;14,21;0,13;0,56;0,09;0,07;0,27;0;15817;15817;14,95;6,8;0,55;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;RJ;0
306754;01/10/2007;0;22189893,15;-142001,24;1418086,09;0,24;0,06;0,1;0,12;11,45;38,12;-26,67;0,76;0,76;1;0,54;0,56;0,76;0;0,46;16,34;0,08;0,41;0,14;0,1;0,36;6825;0;6825;270,94;206,46;0,24;0;0;MÉDICO-HOSPITALAR;Autogestão;GO;0
306762;01/10/2007;0;61202316,63;2001742,15;3711753,48;0,43;0,21;0,54;0,18;25,76;30,9;-5,14;0,09;1,6;0,53;2,77;1,49;0,64;0;0,21;17,04;0,02;0,22;0,12;0,07;0,59;26276;0;26276;194,1;124,05;0,36;1;0,38;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SP;0
306886;01/10/2007;0;197520210,7;-165026,09;4008441,56;0,12;0,06;0,33;0,06;34,09;70,51;-36,42;0,13;4,34;0,65;1,34;1,07;0,74;0;0,19;17,78;0,02;0,22;0,12;0,07;0,59;65581;18;65599;244,14;181,67;0,26;5;0,76;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;MG;0
306959;01/10/2007;0;7804829,14;250365,53;404758,73;0,38;0,16;0,53;0,12;35,35;47,32;-11,97;0,07;2,29;0,44;2,3;1,34;0,72;0,01;0,2;14,84;0,02;0,22;0,12;0,07;0,59;5254;0;5254;121,34;87,3;0,28;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;RS;0
307220;01/10/2007;0;0;-3557314,95;-3387311,81;1,4;-1,93;-2,34;0;0;33;0;0,35;0,21;1;2,95;3,75;0;0;0;14,38;0,08;0,41;0,14;0,1;0,36;4620;0;4620;0;79,85;;0;0;MÉDICO-HOSPITALAR;Autogestão;PR;0
307319;01/10/2007;0;90984831,36;-1912872,1;9428743,3;1,36;0,19;0,21;0,34;15,41;22,31;-6,9;0,01;0,07;1;13,94;15,23;0,75;0;0,11;18,28;0,08;0,41;0,14;0,1;0,36;35727;468;36195;209,48;157,7;0,25;1;0,28;MÉDICO-HOSPITALAR;Autogestão;RS;0
307351;01/10/2007;0;306990,86;-148685,45;39246,01;-1,57;-0,44;-0,68;0,25;17,13;285,73;-268,6;0,9;0,53;1;0,3;0,3;0,36;0,11;1,2;12,85;0,05;0,37;0,16;0,09;0,39;589;0;589;43,43;15,64;0,64;1;16,98;MÉDICO-HOSPITALAR;Medicina de Grupo;RJ;0
307408;01/10/2007;1;72166041,8;-1053862,93;-832242,08;-0,09;-0,07;-1,42;-0,01;20,35;9,42;10,94;0,17;18,49;0,72;1,12;0,87;0,84;0,01;0,16;15,86;0,05;0,37;0,16;0,09;0,39;49980;1087;51067;117,76;99,43;0,16;8;1,57;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;1
307696;01/10/2007;0;843376,68;-1438,62;24722,33;0,04;0,03;0,09;0,06;176,02;217,31;-41,29;0,09;2,21;0,88;1,5;1,32;0,53;0;0,42;12,68;0,03;0,25;0,16;0,12;0,47;0;2092;2092;33,6;17,71;0,47;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa odontológica;SP;0
307751;01/10/2007;0;31278667,54;-9400394,61;23463,05;0;0;0;0;102,08;40,68;61,4;0,02;3,52;1;1,26;1,26;0,64;0;0,09;19,66;0,08;0,41;0,14;0,1;0,36;9447;0;9447;275,05;177,11;0,36;0;0;MÉDICO-HOSPITALAR;Autogestão;PE;0
308005;01/10/2007;0;7599723,35;-6769984,04;-62881,63;-0,17;-0,02;-0,04;0,02;54,17;41,55;12,63;0,72;0,67;0,48;1,39;0,69;0,67;0;1,67;16,1;0,05;0,37;0,16;0,09;0,39;4312;0;4312;146,87;98,97;0,33;1;2,32;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
308081;01/10/2007;0;12933854,94;-785658,13;-795925,94;-0,53;-0,53;0,74;-0,1;17;106,95;-89,96;0,25;;0,81;0,54;0,44;0,79;0,05;0,15;14,23;0,08;0,41;0,14;0,1;0,36;7859;0;7859;137,14;107,94;0,21;9;11,45;MÉDICO-HOSPITALAR;Autogestão;SP;0
308277;01/10/2007;0;2286534,98;-35551,46;-15498,41;0;0;0,01;0,01;29,07;55,74;-26,66;0,27;5,4;1;0,84;0,87;0,54;0,09;0,23;12,85;0,03;0,25;0,16;0,12;0,47;0;3559;3559;53,54;28,79;0,46;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa odontológica;ES;0
308811;01/10/2007;0;13867907,79;423253,6;1049130,09;0,51;0,21;0,31;0,18;6,26;2,98;3,28;0,1;0,44;0,55;4,54;2,93;0,72;0;0,09;15,43;0,02;0,22;0,12;0,07;0,59;6127;0;6127;186,95;134,77;0,28;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;PR;0
309028;01/10/2007;0;10770254,84;-356044,14;141945,54;0,1;-0,15;-0,29;0,03;32,3;15,42;16,88;0,47;0,88;0,99;1,13;1,13;1,46;0;0,7;14,37;0,05;0,37;0,16;0,09;0,39;36073;0;36073;24,88;36,34;;1;0,28;MÉDICO-HOSPITALAR;Medicina de Grupo;RJ;0
309087;01/10/2007;0;32361583,28;969084,26;2231183,12;0,5;0,18;0,32;0,16;52,63;20,68;31,95;0,11;0,82;0,57;2,73;1,98;0,73;0;0,14;16,38;0,02;0,22;0,12;0,07;0,59;26525;0;26525;99,09;72,64;0,27;1;0,38;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;MG;0
309168;01/10/2007;0;2565677,52;357303,38;265120,58;0;0,01;0,16;0,2;38,32;0;0;0,18;13,72;0,39;2,23;0,88;0;0;0,58;13,3;0,21;0,83;0,15;0,02;0;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;SP;0
309192;01/10/2007;0;57820872,08;-3350441,17;-3251548,45;-0,87;-0,2;-0,39;-0,1;24,88;0;24,88;0,84;0,92;0,61;0,54;0,33;0,82;0,03;0,29;16,98;0,05;0,37;0,16;0,09;0,39;36774;2;36776;126,35;103,65;0,18;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
309222;01/10/2007;0;619101956,1;-5639148,32;655622,94;0,02;0,02;0,13;0,02;14,78;39,81;-25,03;0,05;5,26;0,99;1,13;1,13;0,77;0,04;0,14;17,99;0,05;0,37;0,16;0,09;0,39;223762;3515;227277;218,98;168,21;0,23;73;3,21;MÉDICO-HOSPITALAR;Medicina de Grupo;RJ;0
309231;01/10/2007;0;83336084,53;-3856302,66;-2567985,62;-0,43;-0,17;-1,22;-0,05;40,67;19,94;20,72;0,34;6,07;0,64;0,71;0,77;0,81;0,07;0,18;16,9;0,05;0,37;0,16;0,09;0,39;25909;9;25918;263,3;212,17;0,19;34;13,12;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
309257;01/10/2007;0;1072760,8;-44813,61;-5204,73;0,02;0,01;0,02;0,02;22,96;81,9;-58,94;0,38;0,59;1;1,68;1,68;0,65;0,03;0,34;13,07;0,03;0,25;0,16;0,12;0,47;0;2123;2123;42,11;27,34;0,35;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa odontológica;SP;0
309338;01/10/2007;0;60379264,11;-2087254,13;1360472,76;0,02;0,01;0,01;0,06;20,64;11,96;8,67;0,71;0,51;0,79;1,16;0,92;0,77;0;0,28;16,98;0,05;0,37;0,16;0,09;0,39;44102;0;44102;110,88;85,01;0,23;2;0,45;MÉDICO-HOSPITALAR;Medicina de Grupo;SP;0
309362;01/10/2007;0;40274303,01;-15603493,01;-93418969,58;-3,21;-0,04;-0,51;-0,63;1,56;3,63;-2,07;0;12,3;1;0,21;1,08;0,71;0;0,34;20,09;0,08;0,41;0,14;0,1;0,36;5631;0;5631;596,02;424,39;0,29;0;0;MÉDICO-HOSPITALAR;Autogestão;DF;0
309401;01/10/2007;0;1682991,62;-5619,47;32751,02;0,06;0,02;0,09;0,04;0;0;0;0,24;3,13;1;1;1;0,61;3,43;1,35;13,9;0,05;0,37;0,16;0,09;0,39;3364;0;3364;41,69;25,64;0,39;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;MG;0
309427;01/10/2007;0;3319605,37;432786,56;435254,08;0,58;0,42;-3,61;0,25;27,51;300,69;-273,17;0,37;;0,99;0,18;0,56;0,59;0;0,19;13,84;0,02;0,22;0,12;0,07;0,59;714;0;714;387,44;227,82;0,41;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;RN;0
309516;01/10/2007;0;129008,59;-17769,96;5476,7;0,02;0;0,01;0,08;106,98;340,18;-233,2;0,01;2,67;1;1,31;1,37;0,26;0;0,66;13,35;0,13;0,56;0,09;0,07;0,27;0;501;501;21,46;5,66;0,74;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;0
309524;01/10/2007;0;13356468,12;-257736,81;-82191,48;0,02;0,02;0,16;0,04;11,12;0;11,12;0,3;7,07;0,71;1,13;0,8;0,78;0,01;0,23;14,11;0,02;0,22;0,12;0,07;0,59;8468;0;8468;131,44;102,81;0,22;1;1,18;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SP;0
309699;01/10/2007;0;1903131,04;-366867,58;79118,66;0,04;0,01;0,01;0,12;;;;0,62;0,17;1;2,31;2,63;0,65;0;0,96;14,55;0,05;0,37;0,16;0,09;0,39;5168;0;5168;30,69;19,91;0,35;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;RS;0
309877;01/10/2007;0;4201605,57;-62592,02;72466,6;0,26;0,1;0,14;0,08;;;;0,21;0,47;1;2,27;2,45;0,75;0;0,16;14,26;0,02;0,22;0,12;0,07;0,59;1074;0;1074;326,01;245,71;0,25;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;RN;0
309907;01/10/2007;0;55395560,7;-450312,7;-10053,32;0;0;0,01;0,01;;;;0,12;4,77;0,94;1,06;1,06;0,67;0;0,17;15,68;0,02;0,22;0,12;0,07;0,59;21251;0;21251;216,59;144,71;0,33;1;0,47;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;TO;0
310042;01/10/2007;0;21775138,04;-102128,84;144409,26;0,03;0,03;0,13;0,03;;;;0,07;3,86;0,93;1,2;1,17;0,56;0,13;0,3;15,64;0,03;0,25;0,16;0,12;0,47;0;75551;75551;23,78;13,21;0,44;1;0,13;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa odontológica;SP;0
310107;01/10/2007;0;685720,73;14532,77;26963,56;0,1;0,17;0,36;0,07;;;;0,28;0,96;0,36;4,03;1,58;0,44;0,02;0,48;11,68;0,03;0,25;0,16;0,12;0,47;0;1112;1112;51,39;22,64;0,56;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa odontológica;BA;0
310131;01/10/2007;0;15538980,14;-353680,72;-174050,71;-0,08;-0,09;-0,39;-0,01;;;;0,1;3,45;0,92;1,16;1,16;0,72;0,01;0,15;14,63;0,02;0,22;0,12;0,07;0,59;3030;0;3030;427,15;308,25;0,28;1;3,3;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;GO;0
310239;01/10/2007;0;948724,95;-31574,73;92,01;0,01;0,01;0,02;0,02;;;;0,13;1,12;1;1,65;1,65;0,68;0;0,29;12,08;0,05;0,37;0,16;0,09;0,39;2144;0;2144;34,4;23,38;0,32;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;MG;0
310247;01/10/2007;0;85281926,2;-3708428,38;5103042,79;0,31;0,02;0,05;0,15;;;;0,81;0,88;0,47;0,75;0,41;0,88;0,01;1,06;18,05;0,14;0,55;0,09;0,07;0,29;39188;0;39188;181,35;159,8;0,12;3;0,77;MÉDICO-HOSPITALAR;Filantropia;RS;0
310280;01/10/2007;0;9679514,01;522923,33;685314,17;0,53;0,35;0,56;0,14;0;13,11;-13,11;0,03;0,62;0,25;7,23;2,53;0,74;0;0,11;14,55;0,08;0,41;0,14;0,1;0,36;2484;0;2484;324,73;240,6;0,26;0;0;MÉDICO-HOSPITALAR;Autogestão;MG;0
310301;01/10/2007;0;580733,91;-20881,36;31972,6;-0,09;-0,07;-0,78;0,1;33,18;0;0;0,23;9,87;1;0,85;0,85;0;0;0,95;12,88;0,21;0,83;0,15;0,02;0;;;;;;;0;;MÉDICO-HOSPITALAR;Administradora de Benefícios;PR;0
310344;01/10/2007;0;32408188,32;-7573403,7;-789585,33;-1,32;-0,1;0,28;-0,04;21,25;33,65;-12,4;0,66;;0,46;0,45;0,26;0,81;0,04;1,11;17,56;0,14;0,55;0,09;0,07;0,29;25201;0;25201;107,17;86,84;0,19;2;0,79;MÉDICO-HOSPITALAR;Filantropia;SP;0
310361;01/10/2007;0;4128834,68;1349648,89;1835345,91;1,77;0,36;0,73;0,89;6,23;18,21;-11,98;0,12;1,02;0,95;1,84;1,75;0,58;0;1,2;15,36;0,14;0,55;0,09;0,07;0,29;2784;0;2784;123,59;71,32;0,42;0;0;MÉDICO-HOSPITALAR;Filantropia;MG;0
310522;01/10/2007;0;33411678,43;-2901534,9;-1020838,18;-0,23;0,02;0,02;0,03;0,51;0;0,51;0,02;0,01;1;;;1,07;0;0,1;16,54;0,08;0,41;0,14;0,1;0,36;12254;0;12254;227,22;242,8;;0;0;MÉDICO-HOSPITALAR;Autogestão;DF;0
310581;01/10/2007;0;13887944,88;-1493936,86;-899298,44;-0,13;-0,08;-0,48;0,08;70,27;67,4;2,87;0,13;5,12;0,76;1,37;1,04;0,78;0,03;0,24;14,82;0,08;0,41;0,14;0,1;0,36;10495;0;10495;110,27;86,05;0,22;10;9,53;MÉDICO-HOSPITALAR;Autogestão;ES;0
310824;01/10/2007;0;0;-100349,37;-179,43;0;-0,05;-0,07;0;0;0;0;0,85;0,46;1;0,49;0,49;0;0;0;13,18;0,05;0,37;0,16;0,09;0,39;;;;;;;0;;MÉDICO-HOSPITALAR;Medicina de Grupo;RS;0
310891;01/10/2007;0;15639540,9;-2367818,88;-1155114,07;-0,38;-0,05;-0,11;-0,13;14,39;52,15;-37,76;0,86;1,07;0,6;0,42;0,27;0,65;0,01;0,86;16,92;0,14;0,55;0,09;0,07;0,29;13866;0;13866;93,99;60,81;0,35;0;0;MÉDICO-HOSPITALAR;Filantropia;MG;0
310964;01/10/2007;0;13630038,47;-440135,85;516856,34;0,14;0,03;0,09;0,11;4,4;26,89;-22,49;0,52;1,85;0,19;1,62;0,74;0,55;0,01;0,42;16,49;0,02;0,22;0,12;0,07;0,59;4991;0;4991;222,53;122,47;0,45;1;2;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;RS;1
310981;01/10/2007;0;55539329,44;4705367,27;6955333,19;0,33;0,28;0,44;0,23;26,29;13,24;13,05;0,08;0,57;0,89;2,67;2,53;0,38;0,08;0,3;16,89;0,13;0,56;0,09;0,07;0,27;0;218396;218396;21,19;8,14;0,62;5;0,23;MÉDICO-HOSPITALAR;Odontologia de Grupo;SP;1
311057;01/10/2007;0;3061381,2;-57813,76;9199,26;0,02;0;0,01;0,01;129,51;55,96;73,54;0,13;1,67;0,94;1,41;1,39;0,91;0,01;0,36;13,67;0,02;0,22;0,12;0,07;0,59;8583;0;8583;29,66;27,06;0,09;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;MG;0
311146;01/10/2007;0;32422143,19;69021,46;353529,39;0,11;0,08;0,35;0,03;24,51;11,07;13,44;0,15;3,19;0,97;1,02;1,11;0,79;0,01;0,14;15,31;0,02;0,22;0,12;0,07;0,59;8736;0;8736;291,11;231,42;0,21;1;1,14;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;RJ;0
311294;01/10/2007;0;49725540,35;-788139,66;176668,74;0,15;0,1;0,59;0,06;21,2;29,35;-8,15;0,18;5,13;0,59;1,67;0,98;0,75;0;0,36;16,22;0,02;0,22;0,12;0,07;0,59;23020;0;23020;179,78;134,13;0,25;1;0,43;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SP;0
311359;01/10/2007;0;15717939,72;1313588,69;3278749,23;-5,14;0,11;0,27;0,42;4,71;0,31;4,4;0,25;1,48;0,98;1,21;1,25;1,05;0;3,04;16,84;0,05;0,37;0,16;0,09;0,39;5814;0;5814;218,65;230,21;;1;1,72;MÉDICO-HOSPITALAR;Medicina de Grupo;PR;0
311375;01/10/2007;0;68895293,34;-2489764,68;-601777,04;-0,25;-0,07;-0,21;0;11,03;49,97;-38,95;0,27;1,85;0,85;1,05;1,13;0,87;0;0,16;16,61;0,02;0,22;0,12;0,07;0,59;25324;0;25324;223,55;194,28;0,13;5;1,97;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;RS;0
311391;01/10/2007;0;20064909,12;-83416,36;413584,33;0,03;0,04;0,08;0,04;80,26;67,12;13,14;0,31;0,98;1;1,38;1,38;0,56;0,05;0,31;15,25;0,03;0,25;0,16;0,12;0,47;0;43268;43268;38,64;21,77;0,44;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa odontológica;AM;0
311405;01/10/2007;0;49259878,69;-194623,62;277710,06;-0,13;-0,12;0,12;0,02;7,08;59,73;-52,65;0,43;;0,54;0,48;0,29;0,78;0,05;0,21;15,72;0,05;0,37;0,16;0,09;0,39;34616;0;34616;117,53;91,25;0,22;5;1,44;MÉDICO-HOSPITALAR;Medicina de Grupo;ES;0
311472;01/10/2007;0;7611288,58;-161727,72;257119,35;-0,05;-0,03;-0,1;0,08;19,03;52,21;-33,18;0,67;2,36;0,94;0,49;0,47;0,62;0;0,47;14,8;0,05;0,37;0,16;0,09;0,39;4681;0;4681;129,61;80,1;0,38;0;0;MÉDICO-HOSPITALAR;Medicina de Grupo;MG;0
311499;01/10/2007;0;6172937,03;-45448,14;1327765,18;0,41;0,04;0,1;0,41;12,4;53,8;-41,4;0,72;1,34;0,52;0,92;0,49;0,62;0;0,54;16,37;0,14;0,55;0,09;0,07;0,29;4255;0;4255;120,9;74,43;0,38;0;0;MÉDICO-HOSPITALAR;Filantropia;ES;0
311618;01/10/2007;0;33981208,68;-403052,3;226984,6;0,19;0,07;0,19;0,05;6,11;50,18;-44,07;0,22;1,74;0,41;2,14;1,22;0,71;0,01;0,3;16,49;0,02;0,22;0,12;0,07;0,59;14233;0;14233;198,96;142;0,29;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;RS;1
311669;01/10/2007;0;913940,68;-17928,69;49194,05;0,1;0,05;0,15;0,1;208,64;174,86;33,78;0,05;1,93;0,77;1,62;1,44;0,59;0,04;0,37;12,92;0,03;0,25;0,16;0,12;0,47;0;5690;5690;13,39;7,9;0,41;0;0;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa odontológica;SP;0
311677;01/10/2007;0;3032618,24;131052,28;242982,32;0,11;0,19;0,33;0,15;98,63;0;0;0,31;0,73;1;1,64;1,64;0;0;0,86;13,73;0,05;0,37;0,16;0,09;0,39;5805;300;6105;41,4;0;1;7;11,47;MÉDICO-HOSPITALAR;Medicina de Grupo;PR;0
311693;01/10/2007;0;132357,27;2211,18;7229,79;0,06;0,17;0,47;0,12;19,42;0;19,42;0,53;1,81;1;0,72;0,72;0,15;0;0,79;9,99;0,13;0,56;0,09;0,07;0,27;0;286;286;36,56;5,64;0,85;0;0;MÉDICO-HOSPITALAR;Odontologia de Grupo;RJ;0
311715;01/10/2007;0;38945014,22;-260563,17;1125785,1;0,07;0,05;0,1;0,07;16,74;21,84;-5,1;0,43;1,17;0,71;1,13;1,06;0,67;0,02;0,16;16,21;0,02;0,22;0,12;0,07;0,59;16663;0;16663;191,14;127,45;0,33;1;0,6;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;RS;0
311847;01/10/2007;0;153286225,4;-1378468,06;-210444,53;0,02;0,01;0,07;0,01;15,85;32,57;-16,72;0,21;7,35;0,74;0,81;0,9;0,89;0;0,12;16,87;0,02;0,22;0,12;0,07;0,59;89412;0;89412;142,87;127,2;0,11;4;0,45;EXCLUSIVAMENTE ODONTOLÓGICA;Cooperativa Médica;SP;0
